Item Managed by,External ID,Item Name/Number,Item Options,SIZE,COLOR,Packaging,NDC Item,Matrix Type,Subitem of,Display Name/Code,Vendor Name/Code,Manufacturer,UOM to Each,UOM to Each Type,Units Type,Stock Description,Purchase Price,Item Defined Cost,Base Price,Shipping Category,Shipping Rate,Logo - Free Shipping,Actual Shipping,Application,Product Name,Detailed Description,Web Store Description,Page Title,Meta Tag HTML,Warranty,Return Policy,Attribute Set,Original Description,Other Options,form,Catalogue,Catalogue hierarchy
AUTOMATION,1000000274,GR229-MI,,,,,,Parent Matrix Item,,229,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Tissue/poly/tissue Examination Gown,"<p>Extra absorbent gowns made with polyethylene between two layers of absorbent tissue. Permits absorbency, yet retains strength during extended examinations. Designed to provide complete opacity, assuring patient confidence. Reversible front/back opening unless noted.</p>","<p>Extra absorbent gowns made with polyethylene between two layers of absorbent tissue. Permits absorbency, yet retains strength during extended examinations. Designed to provide complete opacity, assuring patient confidence. Reversible front/back opening unless noted.</p>",Graham Medical Tissue/poly/tissue Examination Gown|229,"<meta name= ""description"" content=""Buy Graham Medical Tissue/poly/tissue Examination Gown at best price from medicaleshop.com"" /><meta name=""keywords"" content=""229"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000275,GR86900-CS,Size|Size|Color,46x49 inch,Blue,Case,,Child Matrix Item,1000000274,86900,NDC Homecare LLC,Graham Medical,75,CS,Case,75/Case,118.9,124.845,154.57,,,,,,"Graham Medical Tissue/poly/tissue Examination Gown Xl, 46""x49"", Blue - 75/cs",,,,,,,Supply Compression,"Gown, Poly, XL, 46""x49"", Blue, 1/bg, 75bg/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000276,GR271-CS,Size,30 x 42 inch,,Case,,Child Matrix Item,1000000274,271,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,22.99,24.1395,29.887,,,,,,"Graham Medical Tissue/poly/tissue Examination Gown 30"" X 42"", Seascape® - 50/cs",,,,,,,Supply Compression,"Exam Gown, TPT, 30"" x 42"", Seascape® Print, 50/cs","[{""text"":""Seascape®"",""tag"":""SHAPE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000276,GR231-CS,Size|Color,30 x 42 inch,Blue,Case,,Child Matrix Item,1000000274,231,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,22.99,24.1395,29.887,,,,,,"Graham Medical Tissue/poly/tissue Examination Gown 30"" X 42"", Blue - 50/cs",,,,,,,Supply Compression,"Exam Gown, Super TPT, 30"" x 42"", Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000276,GR229-CS,Size|Color,30 x 42 inch,Blue,Case,,Child Matrix Item,1000000274,229,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,19.69,20.6745,25.597,,,,,,"Graham Medical Tissue/poly/tissue Examination Gown 30"" X 42"", Blue - 50/cs",,,,,,,Supply Compression,"Exam Gown, TPT, 30"" x 42"", Blue, 50/cs (110 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000275,GR239-CS,Size,30 x 42 inch,,Case,,Child Matrix Item,1000000274,239,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,22.99,24.1395,29.887,,,,,,"Graham Medical Tissue/poly/tissue Examination Gown 30"" X 42"", Wildflower® - 50/cs",,,,,,,Supply Compression,"Exam Gown, TPT, 30"" x 42"", Wildflower®, 50/cs","[{""text"":""Wildflower®"",""tag"":""SHAPE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000276,GR243-CS,Size,30 x 42 inch,,Case,,Child Matrix Item,1000000274,243,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,20.75,21.7875,26.975,,,,,,"Graham Medical Tissue/poly/tissue Examination Gown 30"" X 42"" - 50/cs",,,,,,,Supply Compression,"Exam Gown, TPT, 30"" x 42"", Mauve, 50/cs (110 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000275,GR44507-CS,Size|Color,30 x 42 inch,Blue,Case,,Child Matrix Item,1000000274,44507,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,16.12,16.926,20.956,,,,,,"Graham Medical Tissue/poly/tissue Examination Gown 30"" X 42"", Blue - 50/cs",,,,,,,Supply Compression,"Exam Gown, 30"" x 42"", Blue, 50/cs (110 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000276,GR44506-CS,Size|Color,30 x 42 inch,White,Case,,Child Matrix Item,1000000274,44506,NDC Homecare LLC,Graham Medical,,CS,Case,,16.12,16.926,20.956,,,,,,"Graham Medical Tissue/poly/tissue Examination Gown 30"" X 42"", White",,,,,,,Supply Compression,"Exam Gown, 30"" x 42"", White, 50/cs (110 cs/plt) (090949)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000283,GR751144-MI,,,,,,Parent Matrix Item,,751144,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Tissue/polyback Towels,"<p>Soft absorbent surface backed by polyethylene film. Soft and highly absorbent on one side, impervious to liquids on the other. Many colors and styles are available. Towels are non-autoclavable.</p>","<p>Soft absorbent surface backed by polyethylene film. Soft and highly absorbent on one side, impervious to liquids on the other. Many colors and styles are available. Towels are non-autoclavable.</p>",Graham Medical Tissue/polyback Towels|751144,"<meta name= ""description"" content=""Buy Graham Medical Tissue/polyback Towels at best price from medicaleshop.com"" /><meta name=""keywords"" content=""751144"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000284,GR751144-CS,Color|Size|Size,02-01-2002,White,Case,,Child Matrix Item,1000000283,751144,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,26.7,28.035,34.71,,,,,,"Graham Medical Tissue/polyback Towels White, 17"" X 19"", 2-1-2 - 500/cs",,,,,,,Supply Compression,"Towel, White, 17"" x 19"", 2-1-2, 500/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000285,GR751190-CS,Color|Size|Size,01-01-2001,White,Case,,Child Matrix Item,1000000283,751190,NDC Homecare LLC,Graham Medical,300,CS,Case,300/Case,28.2,29.61,36.66,,,,,,"Graham Medical Tissue/polyback Towels White, 17"" X 36"", 1-1-1 - 300/cs",,,,,,,Supply Compression,"Towel, White, 17"" x 36"", 1-1-1, 300/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000286,GR183-CS,Color|Size,13½ x 18 inch,White,Case,,Child Matrix Item,1000000283,183,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,16.35,17.1675,21.255,,,,,,"Graham Medical Tissue/polyback Towels White, 13½"" X 18"" - 500/cs",,,,,,,Supply Compression,"Towel, White, 13½"" x 18"", 2-Ply, 500/cs (63 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000286,GR138-CS,Size,13½ x 18 inch,,Case,,Child Matrix Item,1000000283,138,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,20.75,21.7875,26.975,,,,,,"Graham Medical Tissue/polyback Towels 13½"" X 18"" - 500/cs",,,,,,,Supply Compression,"Towel, Mauve, 13½"" x 18"", 3-Ply, 500/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000286,GR181-CS,Color|Size,13½ x 18 inch,Blue,Case,,Child Matrix Item,1000000283,181,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,20.75,21.7875,26.975,,,,,,"Graham Medical Tissue/polyback Towels Blue, 13½"" X 18"" - 500/cs",,,,,,,Supply Compression,"Towel, Blue, 13½"" x 18"", 3-Ply, 500/cs (63 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000286,GR37234-CS,Color|Size,13½ x 18 inch,Tiny Tracks,Case,,Child Matrix Item,1000000283,37234,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,22.45,23.5725,29.185,,,,,,"Graham Medical Tissue/polyback Towels Tiny Tracks, 13½"" X 18"" - 500/cs",,,,,,,Supply Compression,"Towel, Tiny Tracks®, 13½"" x 18"", 2-Ply, 500/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000290,GR52047-MI,,,,,,Parent Matrix Item,,52047,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Value Examination Table Paper,"<p>A size and type for every need. Available in smooth and crepe finishes. Soft crepe finish is pleasant to touch, thicker, more absorbent and protects tender skin areas. Smooth finish is strong, clean and easy to use. Clings to table surface.  This product line offers an economical alternative for the tighter budget.</p>","<p>A size and type for every need. Available in smooth and crepe finishes. Soft crepe finish is pleasant to touch, thicker, more absorbent and protects tender skin areas. Smooth finish is strong, clean and easy to use. Clings to table surface.  This product line offers an economical alternative for the tighter budget.</p>",Graham Medical Value Examination Table Paper|52047,"<meta name= ""description"" content=""Buy Graham Medical Value Examination Table Paper at best price from medicaleshop.com"" /><meta name=""keywords"" content=""52047"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000291,GR52047-CS,Size|Color,21 inch x 200 ft,White,Case,,Child Matrix Item,1000000290,52047,NDC Homecare LLC,Graham Medical,,CS,Case,,29.54,31.017,38.402,,,,,,"Graham Medical Value Examination Table Paper 21"" X 200 Ft, White",,,,,,,Supply Compression,"Table Paper, 21"" x 200 ft, Smooth, White, 12/cs (48 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000291,GR42532-CS,Size|Color,21 inch x 225 ft,White,Case,,Child Matrix Item,1000000290,42532,NDC Homecare LLC,Graham Medical,,CS,Case,,30.31,31.8255,39.403,,,,,,"Graham Medical Value Examination Table Paper 21"" X 225 Ft, White",,,,,,,Supply Compression,"Table Paper, 21"" x 225 ft, Smooth, White, 12/cs (48 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000291,GR52046-CS,Size|Color,18 inch x 200 ft,White,Case,,Child Matrix Item,1000000290,52046,NDC Homecare LLC,Graham Medical,,CS,Case,,25.69,26.9745,33.397,,,,,,"Graham Medical Value Examination Table Paper 18"" X 200 Ft, White",,,,,,,Supply Compression,"Table Paper, 18"" x 200 ft, Smooth, White, 12/cs (64 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000291,GR42531-CS,Size|Color,18 inch x 225 ft,White,Case,,Child Matrix Item,1000000290,42531,NDC Homecare LLC,Graham Medical,,CS,Case,,26.53,27.8565,34.489,,,,,,"Graham Medical Value Examination Table Paper 18"" X 225 Ft, White",,,,,,,Supply Compression,"Table Paper, 18"" x 225 ft, Smooth, White, 12/cs (64 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000291,GR42529-CS,Size|Color,18 inch x 125 ft,White,Case,,Child Matrix Item,1000000290,42529,NDC Homecare LLC,Graham Medical,,CS,Case,,17.51,18.3855,22.763,,,,,,"Graham Medical Value Examination Table Paper 18"" X 125 Ft, White",,,,,,,Supply Compression,"Table Paper, 18"" x 125 ft, Crepe, White, 12/cs (64 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000291,GR42530-CS,Size|Color,21 inch x 125 ft,White,Case,,Child Matrix Item,1000000290,42530,NDC Homecare LLC,Graham Medical,,CS,Case,,20.73,21.7665,26.949,,,,,,"Graham Medical Value Examination Table Paper 21"" X 125 Ft, White",,,,,,,Supply Compression,"Table Paper, 21"" x 125 ft, Crepe, White, 12/cs (48 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000297,GR54849-MI,,,,,,Parent Matrix Item,,54849,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Visiblanket,"<p>A heavy-duty, bright-yellow privacy blanket used to cover patients and/or equipment during recovery and transport. It is also ideal for identifying patients and accident victims. This high-visibility blanket, made from polyethylene and white airlaid materials, offers a fluid barrier with generous size for full coverage.</p>","<p>A heavy-duty, bright-yellow privacy blanket used to cover patients and/or equipment during recovery and transport. It is also ideal for identifying patients and accident victims. This high-visibility blanket, made from polyethylene and white airlaid materials, offers a fluid barrier with generous size for full coverage.</p>",Graham Medical Visiblanket|54849,"<meta name= ""description"" content=""Buy Graham Medical Visiblanket at best price from medicaleshop.com"" /><meta name=""keywords"" content=""54849"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000298,GR53382-CS,Size,50 x 84 inch,,Case,,Child Matrix Item,1000000297,53382,NDC Homecare LLC,Graham Medical,,CS,Case,,71.69,75.2745,93.197,,,,,,"Graham Medical Visiblanket 50"" X 84""",,,,,,,Supply Compression,"Visiblanket® Blanket,, 50"" x 84"", Individually Packaged, Printed Poly Bag, 25/cs (42 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000298,GR54849-CS,Size|Color,54 x 84 inch,Yellow/ White,Case,,Child Matrix Item,1000000297,54849,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,32.63,34.2615,42.419,,,,,,"Graham Medical Visiblanket 54"" X 84"", Yellow/ White - 25/cs",,,,,,,Supply Compression,"Blanket, 54"" x 84"", Yellow/ White, Poly/ Tissue, 5/bg, 5 bg/cs (48 cs/plt) (DO NOT USE FOR PATIENT TRANSFER!)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000300,GR48929-MI,,,,,,Parent Matrix Item,,48929,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Washcloths & Hand Towels,<p>Disposable cloth-like washcloths. The scrim washcloth contains strong webbing. Absorbs and holds heat; will not shred or deteriorate while wet or under abrasive pressure.</p>,<p>Disposable cloth-like washcloths. The scrim washcloth contains strong webbing. Absorbs and holds heat; will not shred or deteriorate while wet or under abrasive pressure.</p>,Graham Medical Washcloths & Hand Towels|48929,"<meta name= ""description"" content=""Buy Graham Medical Washcloths & Hand Towels at best price from medicaleshop.com"" /><meta name=""keywords"" content=""48929"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
